run_id,dataset,modality,task,model,task_type,group_type,group_value,metric,mean,std,ci95_low,ci95_high,seed_count,sample_count_mean,subject_count_mean,ci_scope
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,financial_stress_bin,unknown,True Label Probability,0.4793868297566487,0.020567347585212125,,,5,94.0,94.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,personality_agreeableness_bin,high,Accuracy,0.5785714285714285,0.052489065916782394,,,5,28.0,28.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,personality_agreeableness_bin,high,Brier Score,0.7287533294729492,0.08745646466993134,,,5,28.0,28.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,personality_agreeableness_bin,high,Calibration Gap,0.32455239312182527,0.04352241644549441,,,5,28.0,28.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,personality_agreeableness_bin,high,ECE,0.3563584758944243,0.04153003160354787,,,5,28.0,28.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,personality_agreeableness_bin,high,Macro-F1,0.3543863724351529,0.0996241123906811,,,5,28.0,28.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,personality_agreeableness_bin,high,Mean Confidence,0.9031238216932538,0.023819072519601303,,,5,28.0,28.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,personality_agreeableness_bin,high,Ordinal MAE,0.5428571428571428,0.08571428571428574,,,5,28.0,28.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,personality_agreeableness_bin,high,Prediction Bias,-0.38571428571428573,0.03499271061118824,,,5,28.0,28.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,personality_agreeableness_bin,high,QWK,0.18679818763697087,0.18349859358273146,,,5,28.0,28.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,personality_agreeableness_bin,high,True Label Probability,0.5621073667878945,0.04679048572037579,,,5,28.0,28.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,personality_agreeableness_bin,low,Accuracy,0.49000000000000005,0.025495097567963927,,,5,40.0,40.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,personality_agreeableness_bin,low,Brier Score,0.8623435391804899,0.018092127151343295,,,5,40.0,40.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,personality_agreeableness_bin,low,Calibration Gap,0.39328184004490724,0.02123554017982376,,,5,40.0,40.0,not_computed_default_lightweight
mpdd_av_severity_early_fusion,MPDD-AVG-2026,Audio+Video,ordinal severity prediction,WavLM audio + ResNet video early fusion Logistic,ordinal_prediction,personality_agreeableness_bin,low,ECE,0.4213728018156838,0.011366580554554008,,,5,40.0,40.0,not_computed_default_lightweight
