seed,train_task,eval_task,metric,within_value,cross_value,drop,drop_ci95_low,drop_ci95_high
4,reading,interview,AUPRC,0.6630068634711903,0.5145131843548728,0.1484936791163175,-0.04315350890662028,0.2791105077515472
0,affective_task,picture_description,AUPRC,0.7142323575014117,0.5173403326935024,0.19689202480790924,0.028461917795335072,0.3627886665357302
1,affective_task,picture_description,AUPRC,0.7142323575014117,0.5173403326935024,0.19689202480790924,0.03066250960920909,0.3403299550875936
2,affective_task,picture_description,AUPRC,0.7142323575014117,0.5173403326935024,0.19689202480790924,0.04263447117641812,0.3353358213146234
3,affective_task,picture_description,AUPRC,0.7142323575014117,0.5173403326935024,0.19689202480790924,0.013895126049157974,0.32171032597365196
4,affective_task,picture_description,AUPRC,0.7142323575014117,0.5173403326935024,0.19689202480790924,0.01042778397313539,0.34190695750386807
0,interview,picture_description,AUPRC,0.7142323575014117,0.5497948556339235,0.16443750186748818,0.007742430117496262,0.29742977967151296
1,interview,picture_description,AUPRC,0.7142323575014117,0.5497948556339235,0.16443750186748818,0.0246337875919107,0.32003028559988034
2,interview,picture_description,AUPRC,0.7142323575014117,0.5497948556339235,0.16443750186748818,0.025914294502288666,0.3416204530019648
3,interview,picture_description,AUPRC,0.7142323575014117,0.5497948556339235,0.16443750186748818,0.039460739501726454,0.3122694183865401
4,interview,picture_description,AUPRC,0.7142323575014117,0.5497948556339235,0.16443750186748818,0.027334678910883245,0.31930617296223707
0,reading,picture_description,AUPRC,0.7142323575014117,0.5105759714718531,0.2036563860295586,-0.011194069639227571,0.3568058671856051
1,reading,picture_description,AUPRC,0.7142323575014117,0.5105759714718531,0.2036563860295586,0.014940474222583539,0.3466143715707305
2,reading,picture_description,AUPRC,0.7142323575014117,0.5105759714718531,0.2036563860295586,0.01886882394076751,0.37383416336442526
3,reading,picture_description,AUPRC,0.7142323575014117,0.5105759714718531,0.2036563860295586,0.011343603588775428,0.35921979620260225
4,reading,picture_description,AUPRC,0.7142323575014117,0.5105759714718531,0.2036563860295586,0.01509095851443783,0.3670645649999031
0,affective_task,reading,AUPRC,0.6110636744939814,0.5739378260067136,0.03712584848726774,-0.18376503656211318,0.23588731406037527
1,affective_task,reading,AUPRC,0.6110636744939814,0.5739378260067136,0.03712584848726774,-0.19289364322362823,0.26094107521582605
2,affective_task,reading,AUPRC,0.6110636744939814,0.5739378260067136,0.03712584848726774,-0.1811979805446824,0.2671380627637931
3,affective_task,reading,AUPRC,0.6110636744939814,0.5739378260067136,0.03712584848726774,-0.17267343524335724,0.2362823462512198
4,affective_task,reading,AUPRC,0.6110636744939814,0.5739378260067136,0.03712584848726774,-0.20676257954695593,0.2215748895908358
0,interview,reading,AUPRC,0.6110636744939814,0.6482444962835294,-0.03718082178954807,-0.2052109481798271,0.11907305738993643
